EG(+)		EG(-)		EG(+)& St(+)		EG(+)& St(-)		EG(-)& St(+)		EG(-)& St(-)	
1402	CR	CDS	707165	708910	+	-	103476	+	
1404	CR	CDS	708903	710561	+	-	105214	+	
1406	CR	CDS	710645	711676	-	-	107640	+	
1408	CR	CDS	711673	711993	-	-	108668	+	
1410	CR	CDS	711981	712289	-	-	108976	+	
1412	CR	CDS	712489	713490	-	+	109484	+	
1414	CR	CDS	713652	713870	+	-	109963	+	
1416	CR	CDS	713967	714407	+	-	110278	+	
1418	CR	CDS	714404	714838	+	-	110715	+	
1420	CR	CDS	715140	715616	-	-	112135	+	
1422	CR	CDS	715613	716290	-	+	112608	+	
1424	CR	CDS	716290	716568	-	-	113285	+	
1426	CR	CDS	716691	717158	-	+	113686	+	
1428	CR	CDS	717269	718723	+	+	113580	+	
1430	CR	CDS	718776	719663	-	-	115771	+	
1432	CR	CDS	719657	720097	-	-	116652	+	
1434	CR	CDS	720263	721054	+	+	116574	+	
1436	CR	CDS	721137	721454	-	+	118132	+	
1438	CR	CDS	721436	722332	-	-	118431	+	
1440	CR	CDS	722364	723242	-	+	119359	+	
1442	CR	CDS	723919	725397	+	-	120230	+	
1444	CR	CDS	725508	726788	-	-	122503	+	
1446	CR	CDS	726800	728098	-	+	123795	+	
1448	CR	CDS	728088	729779	-	+	125083	+	
1450	CR	CDS	730072	731514	+	-	126383	+	
1452	CR	CDS	731614	732528	+	-	127925	+	
1454	CR	CDS	732623	732934	+	-	128934	+	
1456	CR	CDS	732946	734040	+	-	129257	+	
1458	CR	CDS	734270	735064	+	-	130581	+	
1460	CR	CDS	735085	736596	+	-	131396	+	
1462	CR	CDS	736671	737138	-	-	133666	+	
1464	CR	CDS	737422	738246	+	-	133733	+	
1466	CR	CDS	738386	739108	+	-	134697	+	
1468	CR	CDS	739234	740205	-	-	136229	+	
1470	CR	CDS	740213	744109	-	-	137208	+	
1472	CR	CDS	744119	745855	-	-	141114	+	
1474	CR	CDS	746006	746578	-	-	143001	+	
1476	CR	CDS	746658	747119	-	-	143653	+	
1478	CR	CDS	747228	748247	+	-	143539	+	
1480	CR	CDS	748257	749006	+	-	144568	+	
1482	CR	CDS	749015	749593	+	-	145326	+	
1484	CR	CDS	749602	749787	+	-	145913	+	
1486	CR	CDS	749811	751028	+	-	146122	+	
1488	CR	CDS	751161	753746	+	+	147472	+	
1490	CR	tRNA	753791	753881	-	-	150786	+	
1492	CR	CDS	753952	755337	+	-	150263	+	
1494	CR	CDS	755334	757193	+	+	151645	+	
1496	CR	CDS	757421	757717	+	-	153732	+	
1498	CR	CDS	757717	758025	+	-	154028	+	
1500	CR	CDS	758082	761336	-	-	155077	+	
1502	CR	CDS	761637	762935	+	-	157948	+	
1504	CR	CDS	763058	763639	+	+	159369	+	
1506	CR	CDS	763649	764884	+	-	159960	+	
1508	CR	CDS	765122	765442	+	+	161433	+	
1510	CR	CDS	765444	766001	+	+	161755	+	
1512	CR	CDS	766152	766904	+	+	162463	+	
1514	CR	CDS	766958	767350	+	-	163269	+	
1516	CR	CDS	767518	768369	+	-	163829	+	
1518	CR	CDS	768411	768650	-	-	165406	+	
1520	CR	CDS	768754	769386	+	-	165065	+	
1522	CR	CDS	769389	770852	+	+	165700	+	
1524	CR	rRNA	771206	772754	+	-	167517	+	
1526	CR	tRNA	772829	772905	+	-	169140	+	
1528	CR	tRNA	772991	773066	+	-	169302	+	
1530	CR	rRNA	773468	776370	+	-	169779	+	
1532	CR	rRNA	776611	776739	+	-	172922	+	
1534	CR	CDS	776909	777469	+	-	173220	+	
1536	CR	CDS	777473	777913	+	-	173784	+	
1538	CR	CDS	777975	778601	-	+	174970	+	
1540	CR	CDS	778807	780054	-	-	175802	+	
1542	CR	CDS	780315	780620	+	+	176626	+	
1544	CR	CDS	780622	782481	+	+	176933	+	
1546	CR	CDS	782566	784284	+	+	178877	+	
1548	CR	CDS	784372	786720	-	-	181367	+	
1550	CR	ND	786840	788245	-	-	183835	+	
1552	CR	CDS	787310	787329	-	-	184305	+	
1554	CR	CDS	788247	788969	-	+	185242	+	
1556	CR	CDS	789055	789768	+	-	185366	+	
1558	CR	CDS	789998	791524	-	-	186993	+	
1560	CR	CDS	791772	792569	+	-	188083	+	
1562	CR	CDS	792641	794479	+	-	188952	+	
1564	CR	CDS	794559	796100	+	-	190870	+	
1566	CR	CDS	796139	799618	-	+	193134	+	
1568	CR	CDS	799857	801509	+	+	196168	+	
1570	CR	CDS	801658	801987	+	-	197969	+	
1572	CR	CDS	802054	802563	-	-	199049	+	
1574	CR	CDS	802577	803023	-	-	199572	+	
1576	CR	CDS	803249	804298	+	-	199560	+	
1578	CR	CDS	804454	805776	+	-	200765	+	
1580	CR	CDS	805980	807314	+	-	202291	+	
1582	CR	CDS	807394	809826	-	-	204389	+	
1584	CR	CDS	810081	810704	+	+	206392	+	
1586	CR	CDS	810848	811672	+	+	207159	+	
1588	CR	CDS	811891	812388	-	-	208886	+	
1590	CR	CDS	812967	816929	+	-	209278	+	
1592	CR	CDS	817101	818249	+	-	213412	+	
1594	CR	CDS	818259	819170	+	-	214570	+	
1596	CR	CDS	819200	820042	-	-	216195	+	
1598	CR	CDS	820042	821274	-	-	217037	+	
1600	CR	CDS	821450	822133	+	+	217761	+	
1602	CR	CDS	822211	822423	-	+	219206	+	
1604	CR	CDS	822600	823736	+	-	218911	+	
1606	CR	CDS	823714	823986	+	-	220025	+	
1608	CR	CDS	824001	825074	+	-	220312	+	
1610	CR	tRNA	825313	825388	+	-	221624	+	
1612	CR	tRNA	825391	825466	+	-	221702	+	
1614	CR	CDS	825685	826365	-	-	222680	+	
1616	CR	CDS	826362	827627	-	+	223357	+	
1618	CR	CDS	827846	828493	+	-	224157	+	
1620	CR	CDS	828520	829356	+	-	224831	+	
1622	CR	CDS	829405	829887	-	-	226400	+	
1624	CR	CDS	829898	830479	-	-	226893	+	
1626	CR	CDS	830534	831778	+	+	226845	+	
1628	CR	CDS	831797	832453	+	+	228108	+	
1630	CR	CDS	832463	833395	+	+	228774	+	
1632	CR	CDS	833490	834671	-	-	230485	+	
1634	CR	CDS	834686	836029	-	+	231681	+	
1636	CR	CDS	836026	836697	-	+	233021	+	
1638	CR	CDS	836708	837361	-	-	233703	+	
1640	CR	CDS	837609	838514	+	-	233920	+	
1642	CR	CDS	838750	839061	+	-	235061	+	
1644	CR	CDS	839078	839704	+	-	235389	+	
1646	CR	CDS	839720	840322	+	-	236031	+	
1648	CR	CDS	840319	840618	+	+	236630	+	
1650	CR	CDS	840636	841457	+	+	236947	+	
1652	CR	CDS	841483	841758	+	+	237794	+	
1654	CR	CDS	841770	842102	+	+	238081	+	
1656	CR	CDS	842120	842827	+	+	238431	+	
1658	CR	CDS	842841	843251	+	+	239152	+	
1660	CR	CDS	843251	843442	+	+	239562	+	
1662	CR	CDS	843442	843699	+	+	239753	+	
1664	CR	CDS	844090	844695	+	-	240401	+	
1666	CR	CDS	844976	845347	+	+	241287	+	
1668	CR	CDS	845358	845669	+	+	241669	+	
1670	CR	CDS	845798	846226	+	+	242109	+	
1672	CR	CDS	846238	846543	+	+	242549	+	
1674	CR	CDS	846580	846972	+	+	242891	+	
1676	CR	CDS	846988	847521	+	+	243299	+	
1678	CR	CDS	847535	847888	+	+	243846	+	
1680	CR	CDS	847903	848403	+	+	244214	+	
1682	CR	CDS	848410	848589	+	+	244721	+	
1684	CR	CDS	848593	849027	+	+	244904	+	
1686	CR	CDS	849035	850360	+	-	245346	+	
1688	CR	CDS	850389	850502	+	-	246700	+	
1690	CR	CDS	850642	851010	+	+	246953	+	
1692	CR	CDS	851013	851402	+	+	247324	+	
1694	CR	CDS	851430	852050	+	+	247741	+	
1696	CR	CDS	852082	853068	+	+	248393	+	
1698	CR	CDS	853109	853495	+	+	249420	+	
1700	CR	CDS	853827	854216	-	-	250822	+	
1702	CR	ND	854335	855035	-	-	251330	+	
1704	CR	CDS	855169	855975	+	-	251480	+	
1706	CR	CDS	856007	857200	-	-	253002	+	
1708	CR	CDS	857310	857867	-	+	254305	+	
1710	CR	CDS	858019	859635	-	-	255014	+	
1712	CR	CDS	859808	860689	-	+	256803	+	
1714	CR	CDS	860834	862207	-	+	257829	+	
1716	CR	CDS	862342	863229	-	-	259337	+	
1718	CR	CDS	863251	863442	-	-	260246	+	
1720	CR	CDS	863520	866144	-	+	260515	+	
1722	CR	CDS	866332	866757	-	-	263327	+	
1724	CR	CDS	866859	868151	-	+	263854	+	
1726	CR	CDS	868163	868711	-	-	265158	+	
1728	CR	CDS	868882	869904	-	-	265877	+	
1730	CR	CDS	869914	871068	-	-	266909	+	
1732	CR	CDS	871145	872194	-	+	268140	+	
1734	CR	CDS	872402	873400	+	+	268713	+	
1736	CR	CDS	873545	874540	+	-	269856	+	
1738	CR	CDS	874606	876126	+	-	270917	+	
1740	CR	CDS	876143	877153	+	-	272454	+	
1742	CR	CDS	877299	878033	+	-	273610	+	
1744	CR	CDS	878039	878596	+	-	274350	+	
1746	CR	CDS	878596	879060	+	-	274907	+	
1748	CR	CDS	879077	879373	+	-	275388	+	
1750	CR	CDS	879389	881170	+	-	275700	+	
1752	CR	CDS	881208	881513	+	+	277519	+	
1754	CR	CDS	881500	882240	+	+	277811	+	
1756	CR	CDS	882346	882690	-	+	279341	+	
1758	CR	CDS	882703	883113	-	-	279698	+	
1760	CR	CDS	883124	883894	-	-	280119	+	
1762	CR	CDS	883887	885686	-	-	280882	+	
1764	CR	CDS	885898	886869	+	+	282209	+	
1766	CR	CDS	887135	887818	-	-	284130	+	
1768	CR	CDS	887872	888441	-	-	284867	+	
1770	CR	CDS	888351	889367	-	-	285346	+	
1772	CR	CDS	889493	889711	+	-	285804	+	
1774	CR	CDS	889713	891470	+	-	286024	+	
1776	CR	CDS	891668	892498	+	-	287979	+	
1778	CR	CDS	892522	892659	+	-	288833	+	
1780	CR	CDS	892798	893376	-	-	289793	+	
1782	CR	CDS	893463	893729	+	-	289774	+	
1784	CR	CDS	893740	894357	+	-	290051	+	
1786	CR	CDS	894419	894754	+	-	290730	+	
1788	CR	CDS	894898	895989	+	-	291209	+	
1790	CR	CDS	895971	896744	+	-	292282	+	
1792	CR	CDS	896738	897172	+	-	293049	+	
1794	CR	CDS	897574	898110	+	+	293885	+	
1796	CR	CDS	898107	899498	+	-	294418	+	
1798	CR	CDS	899639	901288	+	-	295950	+	
1800	CR	CDS	901464	902225	+	-	297775	+	
1802	CR	CDS	902362	902709	-	-	299357	+	
1804	CR	CDS	902724	905516	-	-	299719	+	
1806	CR	CDS	905665	905967	+	-	301976	+	
1808	CR	miscRNA	906073	906271	+	-	302384	+	
1810	CR	CDS	906285	906848	+	-	302596	+	
1812	CR	CDS	906976	909546	+	+	303287	+	
1814	CR	CDS	909583	910323	-	-	306578	+	
1816	CR	CDS	910379	912727	-	-	307374	+	
1818	CR	CDS	912919	913626	-	-	309914	+	
1820	CR	CDS	913819	914451	+	-	310130	+	
1822	CR	CDS	914539	916389	-	-	311534	+	
1824	CR	CDS	916620	918038	+	+	312931	+	
1826	CR	CDS	918515	919138	+	-	314826	+	
1828	CR	CDS	919376	920590	+	-	315687	+	
1830	CR	CDS	920571	921323	+	-	316882	+	
1832	CR	CDS	921298	921846	+	-	317609	+	
1834	CR	CDS	921935	922039	+	-	318246	+	
1836	CR	CDS	923293	924213	+	-	319604	+	
1838	CR	CDS	924206	925621	+	-	320517	+	
1840	CR	CDS	925683	926696	+	+	321994	+	
1842	CR	CDS	926749	927948	-	-	323744	+	
1844	CR	ND	927931	929402	+	-	324242	+	
1846	CR	CDS	929409	929834	+	-	325720	+	
1848	CR	CDS	929904	931076	-	-	326899	+	
1850	CR	CDS	931104	932024	-	-	328099	+	
1852	CR	CDS	932105	932362	-	-	329100	+	
1854	CR	CDS	932383	932694	-	-	329378	+	
1856	CR	CDS	932907	933896	+	+	329218	+	
1858	CR	CDS	933947	934684	+	-	330258	+	
1860	CR	CDS	934743	936113	-	-	331738	+	
1862	CR	CDS	936511	937221	-	-	333506	+	
1864	CR	CDS	937413	939152	+	-	333724	+	
1866	CR	CDS	939264	939668	+	-	335575	+	
1868	CR	CDS	939856	941454	+	-	336167	+	
1870	CR	CDS	941550	942839	+	+	337861	+	
1872	CR	CDS	942963	944228	+	-	339274	+	
1874	CR	CDS	944299	944919	+	-	340610	+	
1876	CR	CDS	944912	945118	+	-	341223	+	
1878	CR	CDS	945227	946483	+	+	341538	+	
1880	CR	CDS	946725	947288	+	-	343036	+	
1882	CR	CDS	947368	948516	+	-	343679	+	
1884	CR	CDS	948516	951614	+	-	344827	+	
1886	CR	CDS	952004	952618	+	-	348315	+	
1888	CR	CDS	952635	954167	-	+	349630	+	
1890	CR	CDS	954177	955349	-	-	351172	+	
1892	CR	CDS	955532	956014	-	+	352527	+	
1894	CR	CDS	956115	957221	+	-	352426	+	
1896	CR	CDS	957302	957892	+	-	353613	+	
1898	CR	CDS	957892	958686	+	-	354203	+	
1900	CR	CDS	958695	959501	+	+	355006	+	
1902	CR	CDS	959511	960362	+	-	355822	+	
1904	CR	CDS	960362	960883	+	-	356673	+	
1906	CR	CDS	960911	961225	-	-	357906	+	
1908	CR	CDS	961305	961607	+	-	357616	+	
1910	CR	CDS	961732	964437	+	-	358043	+	
1912	CR	CDS	964502	964912	+	-	360813	+	
1914	CR	CDS	965021	966877	+	+	361332	+	
1916	CR	CDS	966978	967742	+	-	363289	+	
1918	CR	CDS	967920	968642	+	+	364231	+	
1920	CR	CDS	968775	969626	+	-	365086	+	
1922	CR	CDS	969806	970831	-	+	366801	+	
1924	CR	CDS	970844	971437	-	-	367839	+	
1926	CR	CDS	971545	973932	-	-	368540	+	
1928	CR	CDS	973952	975283	-	-	370947	+	
1930	CR	CDS	975293	976159	-	-	372288	+	
1932	CR	CDS	976177	976896	-	-	373172	+	
1934	CR	CDS	977145	979730	+	+	373456	+	
1936	CR	CDS	979825	980328	+	-	376136	+	
1938	CR	CDS	980328	981362	+	+	376639	+	
1940	CR	tRNA	981435	981511	-	-	378430	+	
1942	CR	CDS	981597	983663	-	+	378592	+	
1944	CR	CDS	984000	984365	-	-	380995	+	
1946	CR	CDS	984395	984655	-	-	381390	+	
1948	CR	CDS	984714	985622	-	-	381709	+	
1950	CR	CDS	985888	987414	+	-	382199	+	
1952	CR	CDS	987646	988827	-	-	384641	+	
1954	CR	CDS	988828	989448	-	-	385823	+	
1956	CR	CDS	989421	989840	-	-	386416	+	
1958	CR	CDS	989924	991234	-	-	386919	+	
1960	CR	CDS	991355	992560	-	-	388350	+	
1962	CR	CDS	992557	993711	-	-	389552	+	
1964	CR	CDS	993708	994238	-	-	390703	+	
1966	CR	CDS	994238	996145	-	-	391233	+	
1968	CR	CDS	996254	997057	-	-	393249	+	
1970	CR	CDS	997258	997770	+	-	393569	+	
1972	CR	CDS	997770	998486	+	-	394081	+	
1974	CR	CDS	998486	999169	+	-	394797	+	
1976	CR	CDS	999144	999449	+	-	395455	+	
1978	CR	CDS	999495	1002860	+	-	395806	+	
1980	CR	CDS	1002915	1003364	+	-	399226	+	
1982	CR	CDS	1003367	1004485	+	-	399678	+	
1984	CR	CDS	1004486	1005508	+	-	400797	+	
1986	CR	CDS	1005582	1006397	-	-	402577	+	
1988	CR	CDS	1006630	1008165	-	-	403625	+	
1990	CR	CDS	1008185	1008583	-	-	405180	+	
1992	CR	CDS	1008583	1008816	-	-	405578	+	
1994	CR	CDS	1008963	1010327	-	-	405958	+	
1996	CR	CDS	1010675	1010845	-	-	407670	+	
1998	CR	CDS	1010857	1011093	-	-	407852	+	
2000	CR	CDS	1011307	1011972	-	-	408302	+	
2002	CR	CDS	1012136	1013338	+	-	408447	+	
2004	CR	CDS	1013386	1013841	+	-	409697	+	
2006	CR	CDS	1013845	1014501	+	-	410156	+	
2008	CR	CDS	1014523	1014693	+	-	410834	+	
2010	CR	CDS	1014760	1015434	+	-	411071	+	
2012	CR	CDS	1015799	1016977	-	-	412794	+	
2014	CR	CDS	1016970	1018025	-	-	413965	+	
2016	CR	CDS	1018029	1018379	-	-	415024	+	
2018	CR	CDS	1018379	1018729	-	-	415374	+	
2020	CR	ND	1018846	1021671	-	-	415841	+	
2022	CR	CDS	1021700	1022638	-	-	418695	+	
2024	CR	CDS	1022673	1024205	-	-	419668	+	
2026	CR	CDS	1024514	1024777	+	-	420825	+	
2028	CR	CDS	1024850	1025416	-	-	421845	+	
2030	CR	CDS	1025442	1025546	+	-	421753	+	
2032	CR	CDS	1025562	1026419	+	+	421873	+	
2034	CR	CDS	1026452	1027477	+	-	422763	+	
2036	CR	CDS	1027535	1027984	+	-	423846	+	
2038	CR	CDS	1028137	1028604	+	-	424448	+	
2040	CR	CDS	1028779	1030125	+	+	425090	+	
2042	CR	CDS	1030275	1031144	+	-	426586	+	
2044	CR	ND	1031208	1032653	+	-	427519	+	
2046	CR	CDS	1032765	1033022	+	-	429076	+	
2048	CR	CDS	1033019	1034473	+	+	429330	+	
2050	CR	CDS	1034593	1034979	+	-	430904	+	
2052	CR	CDS	1034952	1035464	+	-	431263	+	
2054	CR	CDS	1035466	1036041	+	+	431777	+	
2056	CR	CDS	1036082	1036972	+	+	432393	+	
2058	CR	CDS	1037121	1038113	+	-	433432	+	
2060	CR	CDS	1038094	1038393	+	-	434405	+	
2062	CR	CDS	1038488	1038973	-	+	435483	+	
2064	CR	CDS	1039212	1040177	-	+	436207	+	
2066	CR	CDS	1040273	1040854	-	-	437268	+	
2068	CR	CDS	1040847	1041623	-	-	437842	+	
2070	CR	CDS	1041677	1042798	-	-	438672	+	
2072	CR	CDS	1043355	1044902	+	+	439666	+	
2074	CR	CDS	1044988	1046064	+	+	441299	+	
2076	CR	CDS	1046240	1047649	+	+	442551	+	
2078	CR	CDS	1047673	1048275	+	+	443984	+	
2080	CR	CDS	1048389	1053473	-	-	445384	+	
2082	CR	CDS	1053715	1054794	-	-	450710	+	
2084	CR	CDS	1054796	1055896	-	+	451791	+	
2086	CR	CDS	1055909	1057273	-	+	452904	+	
2088	CR	CDS	1057465	1060203	-	+	454460	+	
2090	CR	CDS	1060231	1062108	-	-	457226	+	
2092	CR	ND	1062206	1063651	+	-	458517	+	
2094	CR	CDS	1063832	1063966	+	+	460143	+	
2096	CR	CDS	1063986	1064345	+	+	460297	+	
2098	CR	CDS	1064309	1064569	+	-	460620	+	
2100	CR	CDS	1064569	1066194	+	+	460880	+	
2102	CR	CDS	1066325	1067710	+	-	462636	+	
2104	CR	CDS	1067898	1069767	+	-	464209	+	
2106	CR	CDS	1069855	1071414	+	-	466166	+	
2108	CR	CDS	1071484	1071999	+	+	467795	+	
2110	CR	CDS	1071996	1072940	+	-	468307	+	
2112	CR	CDS	1073118	1073456	+	-	469429	+	
2114	CR	CDS	1073504	1074274	-	-	470499	+	
2116	CR	CDS	1074433	1075338	+	-	470744	+	
2118	CR	CDS	1075341	1076582	+	-	471652	+	
2120	CR	CDS	1076579	1077211	+	-	472890	+	
2122	CR	CDS	1077214	1077990	+	-	473525	+	
2124	CR	CDS	1078046	1078993	+	-	474357	+	
2126	CR	CDS	1079002	1080468	+	+	475313	+	
2128	CR	CDS	1080488	1080916	+	-	476799	+	
2130	CR	ND	1081154	1081795	+	-	477465	+	
2132	CR	ND	1081941	1082514	-	-	478936	+	
2134	CR	CDS	1082773	1083771	+	-	479084	+	
2136	CR	CDS	1083776	1085392	+	-	480087	+	
2138	CR	CDS	1085376	1086023	+	-	481687	+	
2140	CR	CDS	1086136	1087137	+	+	482447	+	
2142	CR	CDS	1087262	1089259	-	+	484257	+	
2144	CR	CDS	1089388	1090065	-	-	486383	+	
2146	CR	CDS	1090115	1090810	-	-	487110	+	
2148	CR	CDS	1090804	1091664	-	-	487799	+	
2150	CR	CDS	1091678	1093135	-	+	488673	+	
2152	CR	CDS	1093194	1094180	-	-	490189	+	
2154	CR	CDS	1094211	1095488	-	-	491206	+	
2156	CR	CDS	1095485	1095970	-	-	492480	+	
2158	CR	CDS	1096042	1097040	-	-	493037	+	
2160	CR	CDS	1097216	1098022	+	-	493527	+	
2162	CR	CDS	1098172	1099116	+	-	494483	+	
2164	CR	CDS	1099134	1099625	+	-	495445	+	
2166	CR	CDS	1099920	1100867	+	-	496231	+	
2168	CR	CDS	1100867	1101412	+	-	497178	+	
2170	CR	CDS	1101593	1102477	-	-	498588	+	
2172	CR	CDS	1102856	1104058	+	-	499167	+	
2174	CR	CDS	1104411	1105415	+	-	500722	+	
2176	CR	CDS	1105412	1106326	+	-	501723	+	
2178	CR	ND	1106472	1108324	-	-	503467	+	
2180	CR	CDS	1108431	1108931	-	+	505426	+	
2182	CR	CDS	1108931	1109542	-	-	505926	+	
2184	CR	CDS	1109654	1110493	-	+	506649	+	
2186	CR	CDS	1110495	1111112	-	+	507490	+	
2188	CR	CDS	1111123	1113543	-	+	508118	+	
2190	CR	CDS	1113797	1114906	+	-	510108	+	
2192	CR	CDS	1114948	1115241	+	+	511259	+	
2194	CR	CDS	1115250	1115528	+	-	511561	+	
2196	CR	CDS	1115653	1117497	-	-	512648	+	
2198	CR	CDS	1117575	1118471	-	-	514570	+	
2200	CR	CDS	1118583	1118924	+	-	514894	+	
2202	CR	CDS	1119024	1120406	-	-	516019	+	
2204	CR	CDS	1120294	1121811	-	-	517289	+	
2206	CR	CDS	1121801	1123690	-	-	518796	+	
2208	CR	CDS	1123464	1124048	-	-	520459	+	
2210	CR	CDS	1124264	1124857	-	+	521259	+	
2212	CR	CDS	1124850	1126022	-	-	521845	+	
2214	CR	CDS	1126089	1126877	-	-	523084	+	
2216	CR	CDS	1126891	1127337	-	+	523886	+	
2218	CR	CDS	1127423	1127635	-	-	524418	+	
2220	CR	CDS	1127596	1129038	-	-	524591	+	
2222	CR	CDS	1129110	1129823	+	+	525421	+	
2224	CR	CDS	1130062	1131027	-	-	527057	+	
2226	CR	CDS	1131024	1131701	-	-	528019	+	
2228	CR	CDS	1131698	1132345	-	+	528693	+	
2230	CR	CDS	1132422	1134038	-	+	529417	+	
2232	CR	CDS	1134200	1138042	-	-	531195	+	
2234	CR	CDS	1138111	1138485	-	-	535106	+	
2236	CR	CDS	1138486	1138938	-	-	535481	+	
2238	CR	CDS	1139203	1140339	-	+	536198	+	
2240	CR	CDS	1140354	1141919	-	+	537349	+	
2242	CR	CDS	1142571	1144208	+	+	538882	+	
2244	CR	ND	1144501	1145035	-	-	541496	+	
2246	CR	CDS	1145211	1145978	-	-	542206	+	
2248	CR	CDS	1145988	1146704	-	-	542983	+	
2250	CR	CDS	1146688	1147461	-	-	543683	+	
2252	CR	CDS	1147762	1149036	-	-	544757	+	
2254	CR	CDS	1149047	1149304	-	-	546042	+	
2256	CR	CDS	1149325	1149642	-	-	546320	+	
2258	CR	CDS	1149653	1150297	-	-	546648	+	
2260	CR	CDS	1150327	1150830	-	-	547322	+	
2262	CR	CDS	1150841	1151626	-	-	547836	+	
2264	CR	CDS	1151623	1152417	-	-	548618	+	
2266	CR	CDS	1152847	1153494	-	-	549842	+	
2268	CR	CDS	1153743	1154381	+	-	550054	+	
2270	CR	CDS	1154386	1155051	+	-	550697	+	
2272	CR	CDS	1155109	1155849	+	-	551420	+	
2274	CR	CDS	1155891	1156094	+	-	552202	+	
2276	CR	CDS	1156091	1156612	+	+	552402	+	
2278	CR	CDS	1156609	1158555	+	+	552920	+	
2280	CR	CDS	1158694	1159239	+	-	555005	+	
2282	CR	CDS	1159239	1159700	+	+	555550	+	
2284	CR	CDS	1159701	1160618	+	-	556012	+	
2286	CR	CDS	1161103	1161237	+	-	557414	+	
2288	CR	CDS	1161239	1161547	+	-	557550	+	
2290	CR	CDS	1161552	1163564	-	+	558547	+	
2292	CR	CDS	1163676	1164662	-	-	560671	+	
2294	CR	CDS	1164815	1165633	+	+	561126	+	
2296	CR	CDS	1165732	1166682	+	-	562043	+	
2298	CR	CDS	1167406	1168629	+	-	563717	+	
2300	CR	CDS	1168738	1169778	-	+	565733	+	
2302	CR	CDS	1169854	1171017	-	-	566849	+	
2304	CR	CDS	1171129	1172535	-	+	568124	+	
2306	CR	ND	1172537	1173709	-	-	569532	+	
2308	CR	CDS	1173984	1175111	-	-	570979	+	
2310	CR	CDS	1175115	1176626	-	-	572110	+	
2312	CR	CDS	1176677	1177675	-	-	573672	+	
2314	CR	CDS	1177909	1179228	+	-	574220	+	
2316	CR	CDS	1179231	1180766	+	-	575542	+	
2318	CR	CDS	1180817	1181743	-	-	577812	+	
2320	CR	CDS	1181796	1182299	-	-	578791	+	
2322	CR	CDS	1182410	1183081	+	-	578721	+	
2324	CR	CDS	1183115	1184644	-	+	580110	+	
2326	CR	CDS	1184759	1185376	-	-	581754	+	
2328	CR	CDS	1185469	1186347	+	+	581780	+	
2330	CR	CDS	1186387	1187385	-	-	583382	+	
2332	CR	CDS	1187382	1188353	-	-	584377	+	
2334	CR	CDS	1188363	1189298	-	-	585358	+	
2336	CR	CDS	1189308	1190228	-	-	586303	+	
2338	CR	CDS	1190309	1191934	-	-	587304	+	
2340	CR	CDS	1192230	1193183	+	-	588541	+	
2342	CR	ND	1194246	1195848	+	-	590557	+	
2344	CR	CDS	1196050	1196505	+	-	592361	+	
2346	CR	CDS	1196536	1197501	+	-	592847	+	
2348	CR	CDS	1197504	1197827	+	+	593815	+	
2350	CR	CDS	1197840	1199672	+	-	594151	+	
2352	CR	CDS	1199682	1201148	+	-	595993	+	
2354	CR	CDS	1201162	1202535	+	-	597473	+	
2356	CR	CDS	1202529	1203611	+	-	598840	+	
2358	CR	CDS	1203734	1205047	+	+	600045	+	
2360	CR	CDS	1205069	1206253	+	-	601380	+	
2362	CR	CDS	1206265	1207320	+	+	602576	+	
2364	CR	CDS	1207458	1208885	+	+	603769	+	
2366	CR	CDS	1208957	1209877	+	+	605268	+	
2368	CR	CDS	1209877	1210641	+	+	606188	+	
2370	CR	CDS	1210660	1211937	+	+	606971	+	
2372	CR	CDS	1212021	1213286	+	+	608332	+	
2374	CR	CDS	1213325	1214242	+	-	609636	+	
2376	CR	CDS	1214369	1215526	+	+	610680	+	
2378	CR	CDS	1215571	1216428	-	-	612566	+	
2380	CR	CDS	1216446	1216940	-	+	613441	+	
2382	CR	CDS	1216943	1217668	-	-	613938	+	
2384	CR	CDS	1217672	1218190	-	-	614667	+	
2386	CR	CDS	1218171	1218785	-	-	615166	+	
2388	CR	CDS	1218836	1219372	-	-	615831	+	
2390	CR	CDS	1219461	1220816	+	+	615772	+	
2392	CR	CDS	1221027	1221566	+	-	617338	+	
2394	CR	CDS	1221872	1223194	+	-	618183	+	
2396	CR	CDS	1223294	1223761	-	-	620289	+	
2398	CR	miscRNA	1223883	1223996	+	-	620194	+	
2400	CR	CDS	1224009	1225739	-	-	621004	+	
2402	CR	CDS	1225739	1227499	-	-	622734	+	
2404	CR	CDS	1227571	1228527	-	-	624566	+	
2406	CR	CDS	1228601	1229459	-	-	625596	+	
2408	CR	CDS	1229539	1230510	-	+	626534	+	
2410	CR	CDS	1230507	1230923	-	-	627502	+	
2412	CR	CDS	1231372	1231845	-	-	628367	+	
2414	CR	CDS	1231849	1234932	-	-	628844	+	
2416	CR	CDS	1235301	1236362	+	-	631612	+	
2418	CR	CDS	1236513	1236836	+	-	632824	+	
2420	CR	CDS	1236913	1238013	-	-	633908	+	
2422	CR	CDS	1238101	1239189	-	-	635096	+	
2424	CR	CDS	1239380	1239724	+	-	635691	+	
2426	CR	ND	1239765	1241317	-	-	636760	+	
2428	CR	CDS	1241359	1241940	+	+	637670	+	
2430	CR	CDS	1242025	1243179	+	-	638336	+	
2432	CR	CDS	1243518	1243988	+	+	639829	+	
2434	CR	CDS	1244067	1244552	+	-	640378	+	
2436	CR	CDS	1245169	1245852	-	-	642164	+	
