orgName= Escherichia coli str. K-12 substr. MG1655

LOCUS= NC_000913, GenomeSeqLen= 4639675
25: egSP =622510, nSpacer =-1, upstream =-1
27: egSP =709533, nSpacer =8, downstream =4
28: egSP =709973, nSpacer =8, upstream =4
32: egSP =854858, nSpacer =8, downstream =4
33: egSP =855343, nSpacer =8, upstream =4
40: egSP =1114449, nSpacer =-4, downstream =-2
41: egSP =1115333, nSpacer =-4, upstream =-2
42: egSP =1119911, nSpacer =-1, downstream =0
43: egSP =1120723, nSpacer =-1, upstream =-1
51: egSP =1279048, nSpacer =17, downstream =8
52: egSP =1279491, nSpacer =17, upstream =9
58: egSP =1370188, nSpacer =78, downstream =39
59: egSP =1370380, nSpacer =78, upstream =39
60: egSP =1371359, nSpacer =42, downstream =21
61: egSP =1372664, nSpacer =42, upstream =21
61: egSP =1372664, nSpacer =19, downstream =9
62: egSP =1373085, nSpacer =19, upstream =10
63: egSP =1374865, nSpacer =9, downstream =4
64: egSP =1375060, nSpacer =9, upstream =5
64: egSP =1375060, nSpacer =12, downstream =6
65: egSP =1375618, nSpacer =12, upstream =6
65: egSP =1375618, nSpacer =-1, downstream =0
66: egSP =1375839, nSpacer =-1, upstream =-1
68: egSP =1377098, nSpacer =3, downstream =1
69: egSP =1377806, nSpacer =3, upstream =2
75: egSP =1630829, nSpacer =47, downstream =23
76: egSP =1631260, nSpacer =47, upstream =24
orgName= Mycobacterium tuberculosis H37Rv

LOCUS= NC_000962, GenomeSeqLen= 4411532
orgName= Bacillus subtilis subsp. subtilis str. 168

LOCUS= NC_000964, GenomeSeqLen= 4215606
7: egSP =56352, nSpacer =22, downstream =11
8: egSP =57745, nSpacer =22, upstream =11
11: egSP =74929, nSpacer =-4, downstream =-2
12: egSP =76344, nSpacer =-4, upstream =-2
14: egSP =109789, nSpacer =-8, downstream =-4
15: egSP =110480, nSpacer =-8, upstream =-4
16: egSP =111047, nSpacer =90, upstream =45
18: egSP =117349, nSpacer =33, downstream =16
19: egSP =117532, nSpacer =33, upstream =17
22: egSP =135364, nSpacer =39, downstream =19
23: egSP =135712, nSpacer =39, upstream =20
23: egSP =135712, nSpacer =27, downstream =13
24: egSP =136369, nSpacer =27, upstream =14
25: egSP =138202, nSpacer =16, downstream =8
26: egSP =138497, nSpacer =16, upstream =8
27: egSP =139500, nSpacer =-11, downstream =-5
28: egSP =139924, nSpacer =-11, upstream =-6
28: egSP =139924, nSpacer =22, downstream =11
29: egSP =140147, nSpacer =22, upstream =11
29: egSP =140147, nSpacer =40, downstream =20
30: egSP =140451, nSpacer =40, upstream =20
30: egSP =140451, nSpacer =37, downstream =18
31: egSP =140857, nSpacer =37, upstream =19
31: egSP =140857, nSpacer =26, downstream =13
32: egSP =141195, nSpacer =26, upstream =13
32: egSP =141195, nSpacer =22, downstream =11
33: egSP =141757, nSpacer =22, upstream =11
35: egSP =143361, nSpacer =13, downstream =6
36: egSP =143875, nSpacer =13, upstream =7
36: egSP =143875, nSpacer =30, downstream =15
37: egSP =144085, nSpacer =30, upstream =15
37: egSP =144085, nSpacer =1, downstream =0
38: egSP =144527, nSpacer =1, upstream =1
39: egSP =145877, nSpacer =54, upstream =27
39: egSP =145877, nSpacer =-4, downstream =-2
40: egSP =146527, nSpacer =-4, upstream =-2
41: egSP =147585, nSpacer =33, downstream =16
42: egSP =147837, nSpacer =33, upstream =17
44: egSP =148931, nSpacer =77, downstream =38
45: egSP =149953, nSpacer =77, upstream =39
50: egSP =508248, nSpacer =71, downstream =35
51: egSP =509384, nSpacer =71, upstream =36
53: egSP =641654, nSpacer =-20, downstream =-10
54: egSP =642111, nSpacer =-20, upstream =-10
56: egSP =649903, nSpacer =46, downstream =23
57: egSP =650234, nSpacer =46, upstream =23
58: egSP =655223, nSpacer =21, downstream =10
59: egSP =656528, nSpacer =21, upstream =11
60: egSP =719370, nSpacer =23, downstream =11
61: egSP =721613, nSpacer =23, upstream =12
62: egSP =728732, nSpacer =15, downstream =7
63: egSP =729038, nSpacer =15, upstream =8
63: egSP =729038, nSpacer =13, downstream =6
64: egSP =730509, nSpacer =13, upstream =7
88: egSP =1662547, nSpacer =18, downstream =9
89: egSP =1663567, nSpacer =18, upstream =9
89: egSP =1663567, nSpacer =-8, downstream =-4
90: egSP =1664513, nSpacer =-8, upstream =-4
91: egSP =1665337, nSpacer =83, upstream =42
112: egSP =1868617, nSpacer =-41, downstream =-20
113: egSP =1868969, nSpacer =-41, upstream =-21
113: egSP =1868969, nSpacer =17, downstream =8
114: egSP =1871089, nSpacer =17, upstream =9
119: egSP =2345433, nSpacer =92, downstream =46
120: egSP =2346224, nSpacer =92, upstream =46
121: egSP =2354918, nSpacer =-16, downstream =-8
122: egSP =2355880, nSpacer =-16, upstream =-8
124: egSP =2381919, nSpacer =-59, downstream =-29
125: egSP =2382907, nSpacer =-59, upstream =-30
125: egSP =2382907, nSpacer =6, downstream =3
126: egSP =2383615, nSpacer =6, upstream =3
128: egSP =2389151, nSpacer =17, downstream =8
129: egSP =2390206, nSpacer =17, upstream =9
132: egSP =2425248, nSpacer =-11, downstream =-5
133: egSP =2425831, nSpacer =-11, upstream =-6
143: egSP =2643765, nSpacer =11, downstream =5
144: egSP =2644346, nSpacer =11, upstream =6
148: egSP =2814743, nSpacer =13, downstream =6
149: egSP =2816535, nSpacer =13, upstream =7
156: egSP =2927008, nSpacer =15, downstream =7
157: egSP =2929438, nSpacer =15, upstream =8
158: egSP =2952224, nSpacer =31, downstream =15
159: egSP =2952615, nSpacer =31, upstream =16
159: egSP =2952615, nSpacer =12, downstream =6
160: egSP =2952828, nSpacer =12, upstream =6
161: egSP =2963185, nSpacer =27, downstream =13
162: egSP =2964148, nSpacer =27, upstream =14
172: egSP =3146238, nSpacer =-4, downstream =-2
173: egSP =3147350, nSpacer =-4, upstream =-2
174: egSP =3148901, nSpacer =90, upstream =45
179: egSP =3355593, nSpacer =20, downstream =10
180: egSP =3357011, nSpacer =20, upstream =10
180: egSP =3357011, nSpacer =-11, downstream =-5
181: egSP =3357444, nSpacer =-11, upstream =-6
181: egSP =3357444, nSpacer =-1, downstream =0
182: egSP =3358664, nSpacer =-1, upstream =-1
182: egSP =3358664, nSpacer =17, downstream =8
183: egSP =3359995, nSpacer =17, upstream =9
184: egSP =3476555, nSpacer =29, downstream =14
185: egSP =3477877, nSpacer =29, upstream =15
185: egSP =3477877, nSpacer =-8, downstream =-4
186: egSP =3479405, nSpacer =-8, upstream =-4
186: egSP =3479405, nSpacer =30, downstream =15
187: egSP =3480197, nSpacer =30, upstream =15
189: egSP =3627139, nSpacer =69, downstream =34
190: egSP =3628310, nSpacer =69, upstream =35
193: egSP =3673564, nSpacer =19, downstream =9
194: egSP =3675167, nSpacer =19, upstream =10
197: egSP =3681370, nSpacer =32, downstream =16
198: egSP =3682173, nSpacer =32, upstream =16
209: egSP =4151853, nSpacer =7, downstream =3
210: egSP =4153696, nSpacer =7, upstream =4
213: egSP =4198603, nSpacer =43, downstream =21
214: egSP =4198886, nSpacer =43, upstream =22
214: egSP =4198886, nSpacer =40, downstream =20
215: egSP =4199445, nSpacer =40, upstream =20
orgName= Staphylococcus aureus subsp. aureus N315

LOCUS= NC_002745, GenomeSeqLen= 2814816
1: egSP =3912, nSpacer =9, downstream =4
2: egSP =5034, nSpacer =9, upstream =5
2: egSP =5034, nSpacer =36, downstream =18
3: egSP =7005, nSpacer =36, upstream =18
5: egSP =20292, nSpacer =31, downstream =15
6: egSP =20770, nSpacer =31, upstream =16
11: egSP =411875, nSpacer =20, downstream =10
12: egSP =412192, nSpacer =20, upstream =10
12: egSP =412192, nSpacer =51, downstream =25
13: egSP =412747, nSpacer =51, upstream =26
14: egSP =431708, nSpacer =37, downstream =18
15: egSP =433014, nSpacer =37, upstream =19
15: egSP =433014, nSpacer =24, downstream =12
16: egSP =434505, nSpacer =24, upstream =12
30: egSP =577711, nSpacer =42, downstream =21
31: egSP =578254, nSpacer =42, upstream =21
33: egSP =587420, nSpacer =65, downstream =32
34: egSP =587899, nSpacer =65, upstream =33
40: egSP =747089, nSpacer =5, downstream =2
41: egSP =748015, nSpacer =5, upstream =3
44: egSP =812935, nSpacer =7, downstream =3
45: egSP =814934, nSpacer =7, upstream =4
63: egSP =1060659, nSpacer =2, downstream =1
64: egSP =1060928, nSpacer =2, upstream =1
65: egSP =1071958, nSpacer =90, downstream =45
66: egSP =1073026, nSpacer =90, upstream =45
66: egSP =1073026, nSpacer =3, downstream =1
67: egSP =1074322, nSpacer =3, upstream =2
70: egSP =1114313, nSpacer =-1, downstream =0
71: egSP =1115371, nSpacer =-1, upstream =-1
75: egSP =1160580, nSpacer =1, downstream =0
76: egSP =1161547, nSpacer =1, upstream =1
77: egSP =1164337, nSpacer =32, downstream =16
78: egSP =1165782, nSpacer =32, upstream =16
83: egSP =1212851, nSpacer =-8, downstream =-4
84: egSP =1213830, nSpacer =-8, upstream =-4
84: egSP =1213830, nSpacer =-14, downstream =-7
85: egSP =1214743, nSpacer =-14, upstream =-7
107: egSP =1354328, nSpacer =-1, downstream =0
108: egSP =1356325, nSpacer =-1, upstream =-1
118: egSP =1555520, nSpacer =12, downstream =6
119: egSP =1556807, nSpacer =12, upstream =6
119: egSP =1556807, nSpacer =-1, downstream =0
120: egSP =1557790, nSpacer =-1, upstream =-1
132: egSP =1660796, nSpacer =15, downstream =7
133: egSP =1662578, nSpacer =15, upstream =8
139: egSP =1710716, nSpacer =46, downstream =23
140: egSP =1711119, nSpacer =46, upstream =23
140: egSP =1711119, nSpacer =28, downstream =14
141: egSP =1711348, nSpacer =28, upstream =14
146: egSP =1734257, nSpacer =21, downstream =10
147: egSP =1736036, nSpacer =21, upstream =11
162: egSP =1962088, nSpacer =12, downstream =6
163: egSP =1963528, nSpacer =12, upstream =6
164: egSP =1968495, nSpacer =3, downstream =1
165: egSP =1970502, nSpacer =3, upstream =2
172: egSP =2137939, nSpacer =14, downstream =7
173: egSP =2139312, nSpacer =14, upstream =7
176: egSP =2163393, nSpacer =27, downstream =13
177: egSP =2164050, nSpacer =27, upstream =14
178: egSP =2168315, nSpacer =0, downstream =0
179: egSP =2169392, nSpacer =0, upstream =0
184: egSP =2216286, nSpacer =-1, downstream =0
185: egSP =2216720, nSpacer =-1, upstream =-1
187: egSP =2289829, nSpacer =19, downstream =9
188: egSP =2290241, nSpacer =19, upstream =10
190: egSP =2294726, nSpacer =16, downstream =8
191: egSP =2295111, nSpacer =16, upstream =8
192: egSP =2296130, nSpacer =74, upstream =37
192: egSP =2296130, nSpacer =23, downstream =11
193: egSP =2296543, nSpacer =23, upstream =12
193: egSP =2296543, nSpacer =22, downstream =11
194: egSP =2296931, nSpacer =22, upstream =11
194: egSP =2296931, nSpacer =31, downstream =15
195: egSP =2297076, nSpacer =31, upstream =16
196: egSP =2297487, nSpacer =16, downstream =8
197: egSP =2298151, nSpacer =16, upstream =8
197: egSP =2298151, nSpacer =-1, downstream =0
198: egSP =2299443, nSpacer =-1, upstream =-1
198: egSP =2299443, nSpacer =16, downstream =8
199: egSP =2299900, nSpacer =16, upstream =8
199: egSP =2299900, nSpacer =16, downstream =8
200: egSP =2300096, nSpacer =16, upstream =8
200: egSP =2300096, nSpacer =20, downstream =10
201: egSP =2300617, nSpacer =20, upstream =10
201: egSP =2300617, nSpacer =30, downstream =15
202: egSP =2301007, nSpacer =30, upstream =15
202: egSP =2301007, nSpacer =24, downstream =12
203: egSP =2301568, nSpacer =24, upstream =12
203: egSP =2301568, nSpacer =31, downstream =15
204: egSP =2301998, nSpacer =31, upstream =16
204: egSP =2301998, nSpacer =22, downstream =11
205: egSP =2302206, nSpacer =22, upstream =11
205: egSP =2302206, nSpacer =26, downstream =13
206: egSP =2302772, nSpacer =26, upstream =13
206: egSP =2302772, nSpacer =35, downstream =17
207: egSP =2303125, nSpacer =35, upstream =18
207: egSP =2303125, nSpacer =31, downstream =15
208: egSP =2303525, nSpacer =31, upstream =16
208: egSP =2303525, nSpacer =23, downstream =11
209: egSP =2303812, nSpacer =23, upstream =12
209: egSP =2303812, nSpacer =-11, downstream =-5
210: egSP =2304011, nSpacer =-11, upstream =-6
210: egSP =2304011, nSpacer =2, downstream =1
211: egSP =2304448, nSpacer =2, upstream =1
211: egSP =2304448, nSpacer =23, downstream =11
212: egSP =2305125, nSpacer =23, upstream =12
212: egSP =2305125, nSpacer =28, downstream =14
213: egSP =2305507, nSpacer =28, upstream =14
214: egSP =2305852, nSpacer =66, upstream =33
214: egSP =2305852, nSpacer =32, downstream =16
215: egSP =2306718, nSpacer =32, upstream =16
215: egSP =2306718, nSpacer =-1, downstream =0
216: egSP =2306993, nSpacer =-1, upstream =-1
216: egSP =2306993, nSpacer =26, downstream =13
217: egSP =2307643, nSpacer =26, upstream =13
218: egSP =2342860, nSpacer =13, downstream =6
219: egSP =2343176, nSpacer =13, upstream =7
219: egSP =2343176, nSpacer =-4, downstream =-2
220: egSP =2343583, nSpacer =-4, upstream =-2
233: egSP =2809792, nSpacer =-1, downstream =0
234: egSP =2810511, nSpacer =-1, upstream =-1
orgName= Streptococcus pneumoniae TIGR4

LOCUS= NC_003028, GenomeSeqLen= 2160842
15: egSP =733725, nSpacer =-11, downstream =-5
16: egSP =734233, nSpacer =-11, upstream =-6
orgName= Streptococcus pneumoniae R6

LOCUS= NC_003098, GenomeSeqLen= 2038615
7: egSP =268022, nSpacer =1, downstream =0
8: egSP =268968, nSpacer =1, upstream =1
8: egSP =268968, nSpacer =-20, downstream =-10
9: egSP =270271, nSpacer =-20, upstream =-10
10: egSP =270868, nSpacer =42, upstream =21
21: egSP =615371, nSpacer =3, downstream =1
22: egSP =616727, nSpacer =3, upstream =2
30: egSP =799177, nSpacer =58, downstream =29
31: egSP =800243, nSpacer =58, upstream =29
35: egSP =871667, nSpacer =18, downstream =9
36: egSP =872639, nSpacer =18, upstream =9
38: egSP =963503, nSpacer =2, downstream =1
39: egSP =965281, nSpacer =2, upstream =1
46: egSP =1061970, nSpacer =80, downstream =40
47: egSP =1062287, nSpacer =80, upstream =40
53: egSP =1341965, nSpacer =10, downstream =5
54: egSP =1342395, nSpacer =10, upstream =5
55: egSP =1343887, nSpacer =85, upstream =43
55: egSP =1343887, nSpacer =15, downstream =7
56: egSP =1344781, nSpacer =15, upstream =8
71: egSP =1486672, nSpacer =16, downstream =8
72: egSP =1487948, nSpacer =16, upstream =8
73: egSP =1490933, nSpacer =83, downstream =41
74: egSP =1492390, nSpacer =83, upstream =42
93: egSP =2005297, nSpacer =-4, downstream =-2
94: egSP =2005956, nSpacer =-4, upstream =-2
orgName= Salmonella enterica subsp. enterica serovar Typhimurium str. LT2

LOCUS= NC_003197, GenomeSeqLen= 4857432
2: egSP =104470, nSpacer =53, downstream =26
3: egSP =105810, nSpacer =53, upstream =27
4: egSP =141726, nSpacer =-14, downstream =-7
5: egSP =143479, nSpacer =-14, upstream =-7
6: egSP =147400, nSpacer =-1, downstream =0
7: egSP =148716, nSpacer =-1, upstream =-1
7: egSP =148716, nSpacer =-4, downstream =-2
8: egSP =149957, nSpacer =-4, upstream =-2
9: egSP =151143, nSpacer =-8, downstream =-4
10: egSP =152611, nSpacer =-8, upstream =-4
11: egSP =154360, nSpacer =60, downstream =30
12: egSP =155683, nSpacer =60, upstream =30
17: egSP =259355, nSpacer =12, downstream =6
18: egSP =260126, nSpacer =12, upstream =6
56: egSP =1278281, nSpacer =12, downstream =6
57: egSP =1279223, nSpacer =12, upstream =6
86: egSP =1950479, nSpacer =18, downstream =9
87: egSP =1950689, nSpacer =18, upstream =9
121: egSP =2815261, nSpacer =44, downstream =22
122: egSP =2816073, nSpacer =44, upstream =22
127: egSP =3097364, nSpacer =82, downstream =41
128: egSP =3098745, nSpacer =82, upstream =41
132: egSP =3199219, nSpacer =9, downstream =4
133: egSP =3200746, nSpacer =9, upstream =5
137: egSP =3453610, nSpacer =24, downstream =12
138: egSP =3456313, nSpacer =24, upstream =12
144: egSP =3585879, nSpacer =31, downstream =15
145: egSP =3586027, nSpacer =31, upstream =16
145: egSP =3586027, nSpacer =7, downstream =3
146: egSP =3587366, nSpacer =7, upstream =4
146: egSP =3587366, nSpacer =3, downstream =1
147: egSP =3587804, nSpacer =3, upstream =2
147: egSP =3587804, nSpacer =3, downstream =1
148: egSP =3587987, nSpacer =3, upstream =2
153: egSP =3594941, nSpacer =10, downstream =5
154: egSP =3595557, nSpacer =10, upstream =5
155: egSP =3599558, nSpacer =96, downstream =48
156: egSP =3601769, nSpacer =96, upstream =48
159: egSP =3839770, nSpacer =9, downstream =4
160: egSP =3841849, nSpacer =9, upstream =5
165: egSP =4038855, nSpacer =28, downstream =14
166: egSP =4041298, nSpacer =28, upstream =14
orgName= Acinetobacter sp. ADP1

LOCUS= NC_005966, GenomeSeqLen= 3598621
3: egSP =26232, nSpacer =-8, downstream =-4
4: egSP =26764, nSpacer =-8, upstream =-4
5: egSP =29666, nSpacer =64, upstream =32
14: egSP =179044, nSpacer =84, downstream =42
15: egSP =180004, nSpacer =84, upstream =42
15: egSP =180004, nSpacer =39, downstream =19
16: egSP =180289, nSpacer =39, upstream =20
16: egSP =180289, nSpacer =11, downstream =5
17: egSP =180771, nSpacer =11, upstream =6
18: egSP =182975, nSpacer =30, downstream =15
19: egSP =183875, nSpacer =30, upstream =15
19: egSP =183875, nSpacer =27, downstream =13
20: egSP =185297, nSpacer =27, upstream =14
27: egSP =262869, nSpacer =60, downstream =30
28: egSP =264069, nSpacer =60, upstream =30
29: egSP =270077, nSpacer =21, downstream =10
30: egSP =271466, nSpacer =21, upstream =11
35: egSP =298742, nSpacer =7, downstream =3
36: egSP =299190, nSpacer =7, upstream =4
37: egSP =299837, nSpacer =3, downstream =1
38: egSP =300269, nSpacer =3, upstream =2
39: egSP =301204, nSpacer =42, downstream =21
40: egSP =301783, nSpacer =42, upstream =21
46: egSP =359381, nSpacer =10, downstream =5
47: egSP =360876, nSpacer =10, upstream =5
47: egSP =360876, nSpacer =-1, downstream =0
48: egSP =363575, nSpacer =-1, upstream =-1
48: egSP =363575, nSpacer =45, downstream =22
49: egSP =364022, nSpacer =45, upstream =23
49: egSP =364022, nSpacer =9, downstream =4
50: egSP =364448, nSpacer =9, upstream =5
50: egSP =364448, nSpacer =-4, downstream =-2
51: egSP =364720, nSpacer =-4, upstream =-2
51: egSP =364720, nSpacer =2, downstream =1
52: egSP =365250, nSpacer =2, upstream =1
52: egSP =365250, nSpacer =-1, downstream =0
53: egSP =367058, nSpacer =-1, upstream =-1
53: egSP =367058, nSpacer =-4, downstream =-2
54: egSP =367423, nSpacer =-4, upstream =-2
60: egSP =418671, nSpacer =92, downstream =46
61: egSP =419027, nSpacer =92, upstream =46
71: egSP =502385, nSpacer =12, downstream =6
72: egSP =502907, nSpacer =12, upstream =6
74: egSP =512715, nSpacer =-4, downstream =-2
75: egSP =513308, nSpacer =-4, upstream =-2
76: egSP =514557, nSpacer =85, upstream =43
78: egSP =552069, nSpacer =-4, downstream =-2
79: egSP =553181, nSpacer =-4, upstream =-2
80: egSP =575921, nSpacer =8, downstream =4
81: egSP =576898, nSpacer =8, upstream =4
85: egSP =630720, nSpacer =-4, downstream =-2
86: egSP =631520, nSpacer =-4, upstream =-2
86: egSP =631520, nSpacer =-4, downstream =-2
87: egSP =632413, nSpacer =-4, upstream =-2
90: egSP =654040, nSpacer =-4, downstream =-2
91: egSP =655293, nSpacer =-4, upstream =-2
92: egSP =656263, nSpacer =79, downstream =39
93: egSP =657635, nSpacer =79, upstream =40
93: egSP =657635, nSpacer =-4, downstream =-2
94: egSP =658717, nSpacer =-4, upstream =-2
102: egSP =811089, nSpacer =-1, downstream =0
103: egSP =812576, nSpacer =-1, upstream =-1
104: egSP =814107, nSpacer =52, upstream =26
107: egSP =843134, nSpacer =-14, downstream =-7
